text,label
"As an adult, I can relate to so many things Regina did. These tactics are rewarding in the cold blooded competitive world. And if at any point you feel yourself trembling, another person would be more than willing to quickly replace you and the world would forget your name. This is why power hunters go to such lengths of cruelty to stabilize themselves. ",Defense
"In the end it all comes down to charisma, she is the queen bee for a reason. She is the kind of person you know it's evil, but you can't help but admire. I actually like Regina more than I like Cady and Janis, at least she is unapologetically a mean girl. Also most people fail to realize how she is actually hurting herself, more than anybody else, she is not Cher from Clueless, her life isn't perfect and happy, she has a lot of pain and is deeply insecure, even about her body, that everybody else think is perfect, and she doesn't have any real friends, so she lashs out her misery to others in a passive agressive way, by giving fake compliments like: ""I love your skirt, where did you get it?"" even though she absolutely hated it, she is by far the most complex character, even more when you realize she could still be the queen bee, if she was nice to others, she is beautiful, smart and is a born leader. The thing about mean girls and jocks is, everybody wants to be and be like by them. Every guy would want to date Regina, this is human nature, we live by power and we crave popularity, even the ""oh my gosh I'm not like this"" do, and that's why so many rich and famous people fuck their lives, because once you are on the top of the world and it still feels like you have or is nothing, and there is no more steps to go up, they lose purpose.
",Defense
Regina George is the best female character of all time,Hot_Take
i think every high school has a regina,Hot_Take
"There's a part of me that feels sorry for Regina for everything she went through during the film. She was a manipulative queen bee who needed to be brought down a peg, but she definitely didn't deserve to have her body destroyed by being tricked into eating weight-gain bars.",Mixed
"Regina was a mean girl and a dictator, but I think it's because she didn't know any better. She never had been corrected or told 'no' by anyone, instead they all kissed her butt: the boys, the girls, her mother... It wasn't really her fault she ended up that way. That's why I like how in the ending Cady is merciful towards her and gives her a piece of the crown.",Defense
"What's funny about all these ""Janice is a villain"" comments is that not once does she claim to be a nice person. She's ultimately likeable because of her honesty, strong personality, sense of humor, and unique style. She was always A ""mean girl"" too. I just preferred her over Regina.",Defense
"Everyone calling Janice a villain is missing the HUMONGOUS event of Regina betraying her best friend and making her an outcast.  Have none of you gone through anything like this?  It's not something to just brush off.  Yes, Janice's methods went too far and she also succumbed to being a mean girl, but to call her a villain is just ludicrous.  She's a victim that wanted to fight dirty back.  She's not a hero, but she certainly isn't a villain.",Mixed
"honestly, the scene where Regina joins the Lacrosse team was the most memoriable scene to me when I first saw it. It showed that Regina wasn't just the dictator. She could exist outside of that role, become someone new. If the movie was a worse version of itself, Regina would have had a ""fallen from grace"" ending where she's fat and alone and miserable. She's not ""redeemed"". She's repurposed.",Defense
I wanna be her. Seriously.,Hot_Take
Janis is the ultimate mean girl!! Her plan was mean but smart! She SINGLE-HANDEDLY took down the “Plastics” manipulating Cady and using her for her own selfish revenge!! She threw her in the lion’s den and then Cady also became a lion! Did she expect Cady to not be influenced by the Plastics-the poular girls?? She says “it will be our little secret” but then exposes Cady at the end! SO TOXIC,Condemnation
"Agreed, except the part you guys call her evil, if she was true evil, she would never change for better but she changed and thats matters, this movie show how esiely followers can happen but also its important remember that anyone could be regina s place too, if same parental figure maybe.",Defense
I always thought regina was pretty ok compared to everyone else honestly (except for Karen I loved her) like  she was doing what she wanted and everyone took her way to seriously they should have been doing their own thing and it 100% wouldn't bother them so much maybe if they put the energy into making themselves better regina wouldn't be such a threat,Defense
And this is why Highschool is an effective preparation for citiziens to function in our society.,Hot_Take
"Ok so basically Regina is Caesar, and sharing the crown is democracy.",Hot_Take
"I think the mom actually was doing some good. When Katy asked if there was alcohol, the mom said she would rather she drink in the house. Cause she knows that, like her daughter, she might not listen. She tried to push Regina into the safer path - like when she walks in on them having sex. She asks if she wants a condom",Defense
Regina is an ENFJ. She understands the dark side of human nature and uses that to her advantage.,Defense
Unpopular opinion: Janice was the real villain in this movie,Hot_Take
Something that always bugged me about this movie is that Janice and Damian got on Cady for not being a true friend when they were the ones who were being bad friends. No good friends would influence someone to engage with someone as toxic as Regina George and the rest of her squad for that matter. Them telling Cady that she is a bad friend is very hypocritical in my opinion.,Condemnation
Janice was just as bad if not worse than Regina,Hot_Take
"So basically, she's an evil barbie.",Hot_Take
Janis is way cooler than Regina. Janis could kick Regina's ass any day :),Hot_Take
"yeah right yeah right, not really. Regina George is not a dictator!! She just gets all the focus, popularity, and attention because she so damn beautiful, filthy rich, and knows how to dress. She's just mean because she's tired of people all up in her business and talking about her all the time.",Defense
"I think Regina is still the best character, and I don't know why, but I hate Cady",Hot_Take
"To me, Cady and Janice were worse than Regina",Hot_Take
"Regina is just power hungry..she won't be satisfied by anything less..that's major red flag , for girl and guy as well.. and manipulation doesn't last long..",Condemnation
Regina George was the Hero,Hot_Take
"One thing I just realized about Mean Girls is that Regina uses manipulation to make people think she is better than them, but Janice uses manipulation so that they think she's ""one of them."" Throughout the movie, we see Regina tearing people down by making them feel ""less than."" When Janice confesses everything in the trust fall scene, she knows that Regina has said and done things to everyone there to make them feel like crap, so she knows that they'll all rejoice by confessing the lengths she's gone to to bring Regina down.  She makes them feel like she's just like them, but in fact, her and Regina are a lot alike; they're just using their manipulation skills differently.
",Condemnation
"I had a best friend that really resembled Janice and it took me years to realize how much she took advantage of me. Simple things like Janice mispronouncing Cady’s name shows a lack of respect for her wishes, which in turn could spill over into other areas. As much as Janice felt that she may have been helping Cady, she didn’t really give her a choice.",Condemnation
I think for girls there is a pressure to be more feminine but also be ‘not like other girls’ or else you will be boring. In mean girls Cady is pushed by Regina to be more feminine were as Janis pushes her to be less feminine and therefore more ‘unique’. You just can’t win,Defense
Janice gives off serious “not like other girls” energy,Hot_Take
I always knew that Janis was the secondary antagonist. she was almost worse then Regina in my mind cause she actually acted like a friend in the beginning and wouldn't admit that she was in the wrong for using someone.,Condemnation
"Thank you for analyzing my childhood!!! I met a ""Janis"" once in my life! she's that ""I'm not like the other barbies"". At first I thought she was a misunderstood unique girl just to later became her venting toy! When someone called Janis a cool hero, I'll have try so hard not to cringe. She is definitely a Mean Girl too.",Condemnation
"Okay, as awful as Regina is throughout the movie, her putting a stop to Jason sexually propositioning Cady in the cafeteria was an actual nice thing to do.",Defense
Janis honestly reminds me of one of the worst people I ever met. She pretend to be my friend and tried to gaslight me into disliking a genuinely nice person because she didn't like her.,Condemnation
"I think Janis is way worse because she really thinks she’s the victim (and she convinced others that she is). She was never held accountable & didn’t really change/improve, Regina did.",Condemnation
"Honestly, Janis is easily the worst, Regina is terrible but like Aaron says it's not like she's pretending to be innocent and with Cady she was very impressionable and got caught up in between Regina's glamour and Janis' hatred, but it was Janis who exploited Cady to actively hurt Regina, and by the end Cady feels really bad about everything and even takes the full fall for the book but Janis doesn't ever seem to acknowledge the part that she played in all of it, I mean, the reason Regina stormed out of the school was because Janis publically humiliated her and that's when the bus hit her.",Condemnation
I love the fact that Regina George's mother is so permissive but draws the line on serving alcohol (like when she was serving mocktails to Regina George and her friends in one scene),Defense
"I always felt bad for Regina. She couldn't trust anyone, even her 'friends'. She was kinda on her own while she was surrounded by people who claimed to love her. But, they were quick to reveal their true feelings, that they in fact hated her. I think she seen in Cady a person who was a clean slate. Someone who was innocent to school life. She had an opportunity to have a real friend there. But she never saw her as a threat. Not until it was too late. She let down her guard around one person. And Cady was that person. I'm not saying that she was a wholly good or bad person. But I feel sorry for her. She was truly alone, surrounded by people. Janis has at least one person who sticks by her side. Regina doesn't have anyone. And honestly, I don't think she likes herself all that much either. Just playing a little devil's advocate.",Defense
I always felt bad for Catie she was naive and manipulated for other people's agenda to become somebody she didn't recognize from earlier in her life.,Defense
"I’ll ride for Cady every time. She experiencing American teenage girl dynamics for the first time, gets manipulated by two sets of people right out the gate, and gravitates toward the one that makes her feel more powerful in a situation where she was quickly made to feel powerless. She’s still accountable for her behaviors, but she’s also more vulnerable in this situation than Janis or Regina, who both have more experience navigating this kind of social dynamic. Everyone manipulated her then acted like a victim when she fought back in the only way she could find. She was misguided, needed to see the alternative path to feeling in control of herself, and took that far less toxic approach to regaining control as soon as she saw it.",Mixed
Janice and Regina are generals of opposing armies.,Hot_Take
"Regina George would have definitely benefited from better friends. She surrounded herself with enablers and people she wanted to manipulate. No one ever just confronts Regina and says “Hey what is your problem?”. Maybe it’s just the Millennial/Gen Z in me, but confronting someone really goes a long way",Defense
"In journalism we have a term for people like Janice: power widow. They go denouncing their adversary  and telling how they have to be stop,  how the system is contaminated. And all that can be true, but you can not ignore the fact that this person never complained about these things until it lost his/her part of the power.",Condemnation
"I always hated Janice because she sent poor, innocent Cady into the lion's den with 0 preparation for how to handle it emotionally. Yes, Cady made her own choice, but Janice used her from start to finish. Pressuring her to skip class, pressuring her to take down Regina, getting mad at her when she falls into the trap of becoming what Janice made her, focusing on if Cady is pulling off the plan and never checking if she's okay? It's manipulation and using, not friendship. In some ways, Janice is worse than Regina. At least Regina is obviously mean from the start, Janice hides it behind her victimhood. I wouldn't want to be friends with either of them. The only person I like is the Cady we see when she first comes to the school before either of the mean girls gets their hands on her.",Mixed
"I will die on the hill that Janice is a worse person than Regina because she is at the core of why everything went to shit like it did. At the beginning she laughs at Cady's social awkwardness then bonds Cady to her via false friendship and when she sees Regina taking an interest in Cady does not hesitate to throw her into the lion's den with girls, she knows are going to be bad for her then pulls away the friendship she offered under false pretenses when Cady starts to fall into this role that Janice pushed her into.",Condemnation
Janice was definitely the meanest mean girl. She was friends with Regina for a reason they are 2 sides of the same coin. I’m glad they are calling her out. Regina is a mean girl who knows she’s a mean girl and wants to rule the school. Janice is a mean girl who hides behind the guise of I’m a nerd I’m approachable then she proceeds to create this vicious plan of destruction of Regina’s entire life. Instead of befriending Cady she just uses her. She is more dangerous than Regina cause she feels like her actions are 100% justified and she has to limits to what is ok to do.,Condemnation
I definitely thought of Janis as a second antagonist. It always made me mad that she set her up to do her bidding and then criticized her for it when it didn't suit her. And she never gets justice for it.,Condemnation
"Also, notice how Janice has no problem telling off people when they’re wrong but the minute she’s called out she imminently pushes blame to the other person. The car scene, despite Janice manipulating Cady into “being plastic” to get revenge and leading her down this path, rather then realizing she had a bigger part to play in this she imminently continues to shift all the blame onto her. It seems to be a way for her to avoid feeling guilty for what she did. So long as the other person hurt her too, she can call their bluff without revealing the hand she played too. Yes Cady is still in the wrong, but Janice isn’t exactly a good person either",Mixed
Janice is a QUEEN,Hot_Take
"i completely agree that janis was also an antagonist and her using cady to get back at regina was a shitty thing to do, but i’ve seen people say that she was WORSE than regina, which i don’t agree with at all. regina was still more toxic because we can see that she has victimized literally everyone in the school, even the teachers. she was just meddling in everyone’s lives just to uphold her status as the queen bee and i guess, for her own entertainment. while janis was manipulating cady, i don’t think she was being as much of a widespread menace as regina.",Mixed
i fear regina. she could destroy thanos instantly and permanently without even having to look at him.,Hot_Take
To add another perspective: Regina was the root to things happening the way they do. It's easy to put everyone who's mean in the tragic backstory arc. But in the meantime we excuse bullying. Was Janice doing the right thing? Hell no! But it doesn't exclude JANICE's trauma from Regina's behavior. Janice gets mad at Cady for completely ignoring them and lowering them to the same level Regina did. Of course they are pissed. And at least Janice  can admit she's mean - Regina never fully admits she's the problem and the root to the mean things happening. I had these types of bullys in my class who pretended to be my friends and mistreat me until I wasn't usefull to their means anymore. How many times didn't  I want to take revenge upon them like Janice? It still affects my self-worth til this day.,Mixed
"I think the main reason Janis is not as mean as Regina, is that Regina went out of her way to control and abuse as many people as she could... while Janis reacted aggressively each time she was attacked in some way. Regina controlled and demeaned her own friends, while Janis' friends were 100% in the loop the whole time. Cady could have noped out at any moment. (There were some moments of manipulation but nowhere near as extreme and damaging as those Regina exerted.) Regina gave fake compliments to random people, Janis never tried to bind with people superficially. Janis DID talk about what other people were doing, but she was discussing it with her tiny group of isolated friends, while Regina's extended friend group was a web covering the whole school. It's like, Regina (due to the troubled way she was raised) is lashing out in as many people as possible, Janis is giving calculated punches when punched. Of course she's not ""nice"", but she's not as mean as Regina.",Mixed
"Everyone is so quick to label Cady as an ""antagonist"" in this movie. Disregarding the fact that she came in with ZERO social skills and was completely manipulated from the beginning. She was just mimicking the behavior around her. In the end she was the only one to really own up to her behavior and even take full blame for things she didn't even do. She's not the ""mean girl"" and I will die on this hill.",Defense
"No, I disagree. Janis may have seemed a mean girl but she is not the chief antagonist. That is Regina. Janis is merely reacting to coercive control tactics enacted by Regina. Both of these girls are angry but out of the two it is Regina that is contemptuous towards Janis. Janis is angry because Janis has been hurt by Regina. Hence the reason she is bouncing off walls, acting out and seeming crazy. Regina is contemptuous, not just toward Janis, but to everyone around her. She sees people as beneath her. Thus she is the actual prime villain of the movie. She is the prime antagonist. She knows what she is doing, and that she is doing it for her own selfish reasons, to get something. It is a shame that coercive control is not discussed more in this video.",Mixed
"I don’t think anything Regina does is simply nice or (controversial!) mean. Everything is steeped in social strategy. On some level she knows Jason is being a skeeze and picking on the new girl, so she wants to defend her. She also sees it as an opportunity to embarrass him publicly- ostensibly for Gretchen. I do think Regina sees herself as a protector of women (as the audience we know she’s way too self involved for that) but I think she’d rather make a girl feel shitty then let a man do it. I disagree with Janis saying that her and Regina “know they’re mean,” Regina is such a layered and well-written villain because she fancies herself the hero.",Defense
"Unpopular take but I really think she was trying to be nice here. But it was a very calculated move on her part as well. Undoubtedly, it helped her reaffirm Gretchen’s loyalty and lets her cozy up to the pretty new girl and size up a potential threat. If that wasn’t true, I don’t doubt she would have left Cady hanging. It’s like those ‘influencers’ who film themselves giving the homeless money.",Mixed
"I feel like a lot of Regina’s good sides were clouded by her mean girl title. For example, she’s the one who welcomed Cady and invited her to become a part of their “Plastics” group. Sure, this group of friends was toxic in some ways but she welcomed the new kid nonetheless and made her a part of everything. She also always defended her friends: An example of that is when she called out Jason for treating Gretchen poorly or when she used her “mean girl” antics to make sure Jason didn’t go out with someone else because she knew it would hurt her friend.",Defense
What did Regina do that was so bad? Gossip? As if other teenage girls don’t. She didn’t want her new friend to date her ex-boyfriend? And you do? She chose the friends she wanted to hang out with? Who doesn’t?! She handed out compliments that she didn’t really mean? Where’s the harm as long as she helped raise someone’s mood or confidence?,Defense
"I dont know if im the only one that thinks about this but cady heron was always innocent, just very naive. She never socialized with people her age until she got to high school, probably not developing a personality of her own and quickly catching on other people’s personalities. People constantly used her and it was obvious she felt under pressure but at the end she was actually herself",Defense
"I agree! Everyone kinda used her. Even Janice asked her to spy for their own gain. I think in the end they did become real friends. Not socializing prior, she had no idea what was normal and I think she was naive and pressured.",Defense
"I don't like that the musical basically absolved Janis of any responsibility for what happened, but I think Cady made a lot of choices, all on her own, that can't really just be pinned on Janis or Regina's influence. I'd say Cady took a pretty reasonable amount of accountability at the end of the movie, relative to what she did.",Mixed
"She is a victim, but not a perfect one. What she did was still bad, and she was mature enough to recognize that.",Mixed
Regina invited her into her group to make fun of her. Then she found out Cady liked Aaron so she made shit up about her and took Aaron back just so she couldn’t have him. That’s why Cady took revenge.,Defense
Cady was a mean girl but from her perspective She's moved away from everything she's known to a new continent presumably the only American high school experience she's had has been in movies. She sees backstabbing in those and thinks it's normal. Then Janis comes up to her on her first day using Cady's naivety to get back at her bully. Not excusing Cady of all wrongdoing but she was used by both parties and was definitely a victim too.,Mixed
"Regina needed a taste of her own medicine and Cady was the perfect way to do it. Regina had no sense of empathy, of right or wrong. Also, technically, Janice and Damian were the ones messing with Regina and using Cady as a way to do it. I’m not saying Cady was innocent by any means, but she was manipulated at every turn because she had zero experience with peers her age. She had every right to shoot her hand up in the air like that, even with participating in the events.",Mixed
Yeah. She was an extremly vulnerable person who was manipulated by someone who didn't even care to use say her name correctly,Defense
"I love how Karen is easily the happiest of the plastics, and she's the only one who isn't putting on an act. She lacks Regina's Diva behaviour, Gretchen's insecurity, and Cady's willingness to sabotage the group. What she lacks in brains, she makes up for in heart. ",Defense
"Gretchen is such a sad and tragic character if you think about it. She’s really not that mean, and I don’t think she deserved the ending she got. She’s the only character that doesn’t “move forward”, or becomes any happier. She’s stuck in the same place probably getting the same treatment in this new clique that she got from Regina.",Defense
"I love that Regina gets a happy ending in this movie. In spite of her nastiness, she's still a vulnerable teenage girl, and she actually looks upset to discover that nobody genuinely appears to like her, but loathe and fear her.",Mixed
"Regina George might be portrayed as the villain but she doesn't do anything evil until she finds out Cady lied about those caltine bars and that was after being kicked out of her own clique. The worst thing she did prior to giving her burn book to the principal and printing out copies was cheat on Aaron Samuels, and that had nothing to do with Cady who only told him because he rejected her.",Defense
Janis was so wrong she literally used cadie to have a revenge. Cadie in the other hand took it a little bit too far but i can't blame her i mean SHE was UNDER BAD INFLUENCE,Mixed
"All characters were flawed and they’re all at least partially to blame for what happened, including Cady, who definitely made some terrible choices. But honestly, they were all just insecure teenage girls thrust into a ruthless social hierarchy that completely brought out the worst in them",Mixed
"Should Janis have pushed her to do it in the first place? No, but you can understand why she wanted revenge after how Regina traumatized her. Did Cady have to agree and do it? Also no, though she was incredibly naive and completely out of her depth with high school cliques. While everyone is ultimately at fault for their own decisions, they were all reacting to a really toxic environment.",Mixed
"Ugh it’s not fair that some of yall are saying that Janis is in the right here. Bc shes NOT. Her and Damien took a perfectly sweet and nice girl from frickin Africa with no social circles and turned her into what she is, and then they all act like they’re “so surprised” that Cady turned into a mean girl. Like no- just stop.",Mixed
"Cady was vulnerable and inexperienced when it came to social gatherings, especially w/ppl her age w/a DIFFERENT culture waaay different from what she was used to. It was her 1st time coming into the U.S. + joining a public school. Cady didn't seem to have THAT much attention, such as being popular in a school; she was probably an outcast in Africa for being the only (GINGER) white girl in there. I say Cady was manipulated after Georgina kissed her crush right before her eyes that's when Janis took advantage. Yes, Cady had a choice; she accepted cus it was in the heat of the moment. It's funny how Janis twists the plot on Cady roght after Cady throws it in her face about being used for an 8th grade ""revenge"" b/c some ppl can't never let go just leave the past in the past. This shows a clear example of how a tiny revenge could get out of hand, that is what the movie is all about and queen bees and wannabes, too. Everybody was at fault. Why?? Cus teens are a$$holes! ",Mixed
It’s Janice’s fault for making her be friends with plastics plus cady didn’t have experience with other teens like here so she just absorbed being a plastic so Janice shouldn’t be mad if she caused it,Defense
"It saddens me that Janis doesn’t ever apologize to Cady for what she did to her. Yeah, she admitted that she was mean and Cady didn’t have to agree to it, but Janis still took advantage of a heartbroken and vulnerable girl who had no concept of American culture or the culture of other teenagers who lived normal suburban lives. Cady was right in that Janis made her plastic, but Janis was also right in that Cady wasn’t really pretending anymore. She’d become what she sought to destroy and immediately was horrified and ashamed of herself. But that really is my only gripe with Mean Girls writing wise. Janis never apologizing to Cady for manipulating her and then blowing up about it without recognizing that she was partially at fault for Cady becoming a mean girl like Regina because Janis was also a bitch similar to her. They were friends in middle school for a reason, after all.
",Mixed
I've always felt bad for Cady because she was emotionally immature for her age and socially awkward. I was homeschooled party the time due to illness and my first year back people tried stuff like this to get me to do their dirty work. Every character was wrong for one thing or another but Cady was fully taken advantage of.,Mixed
It wasn’t all cady’s fault. She became someone she didn’t want to be to satisfy others and feel accepted around Janis and Regina.,Defense
"This is a great ending. I know its annoying that she admitted to something she didn't do, but it shows the theme of the movie and how responsibility is important. It makes me like Cady so much more. Also, it's heavily implied that most kids knew Regina was behind the burn book, so Norbury and Aaron knew Cady wasn't completely at fault.",Defense
"The thing is, everybody is upset over her taking the fault of writing the whole book, but she's actually being the most mature. She's not blaming anybody and is taking the blame for something that she was apart of",Defense
"My favorite part of Mean Girls is that Regina George gets a good ending. So many teen movies need to show the antagonist being punished, but these are just teenagers. They move on, learn, become better people. Regina George gets to move on and not forever be a mean girl.",Defense
"Shane’s kinda a real one in the sense he still liked and dated Regina when she thought she was “at her worst”, not ‘skinny’, not super fashionable, not flanked by her two minions, not ‘queen bee’",Defense
"The sad thing is that Cady doesn't have any friends. Janis made her spy on Regina, the only time Cady, Janis and Damian spent some time together was when they were planning how to get a revenge on Regina.Janis and Damian make fun of her interest (to join a mathematic club means that she would be a loser) and they are all hurt when Cady doesn't invite them to her party. Why would she even do that? By the way it was so stupid how Janis spent all four years by hating Regina, claiming that she destroyed Janis' life when in reality the only people who remember that Regina called Janis a lesbian are Janis, Damian and Regina.",Mixed
"I understand why Janis was mad at Cady for not going to the art show, and honestly, Cady was a terrible friend for ditching her to throw a party and impress a guy. But at the same time, Janis's massive rant was pretty hypocritical considering she essentially manipulated Cady into becoming plastic to mess up Regina in the first place. They were both toxic to each other.",Mixed
Look I don’t care if Janis is mean. She’s still iconic as shit and I wish she had more screen time. Maybe I’m just biased because I want a friend like her. Sarcastic and witty but is also their for her friends. I lover her in short and I’m not ashamed.,Defense
"People act like Janis only befriended Cady to get revenge on Regina but she was nice to Cady and wanted to be her friend before Regina got interested in Cady. But honestly she still totally used Cady as a pawn later on and was incredibly toxic and manipulative when Cady didn't do what she wanted, even if Janis is self aware about not being perfect and calls herself mean.",Mixed
i love this movie and i love janis bc her character is so interesting. it mirrors regina's in a really interesting way... i wanted to point out some bits in which she acts just as bad as regina. she's presented as an ally but is actually just using cady and her naivety to fight her battles. cady also calls her out on this later in the movie so it's not a complete secret it's just not always as blatant as it is with regina,Condemnation
"Janis was definitely toxic for starting the whole revenge plot and dragging Cady into it in the first place, but after a while, Cady went too far with Regina! Janis at least knew when to stop",Mixed
Literally hated Janis. She was so manipulative.,Condemnation
"I wasn’t hugely fond of Janis watching the film. I mean, I get why she wanted revenge so badly because Regina absolutely ruined her life in middle school and Janis was just hurting. But I still hated how she convinced Cady to pretend to be plastic so she could blend, spend as much time as she could with the plastics, but then hated Cady the moment it became habits that showed when hanging out with her. As Cady said, she’s the one that made her like that. And the way she called her name when she was told it was pronounced “Katy” really annoyed me",Mixed
Why did Janis get Cady to do her dirty work in the first place? Why not do it herself? Her or none of the other girls were really good friends for Cady as they were all terrible influences.,Condemnation
"16 years later I still can't stand the fact that Janis doesn't get any blame for the situation and the whole movie she is seen as ""the good girl"" even tho is completely true she used Cady for her petty revenge, wanted to hurt Regina and none of the drama would have happened if it wasn't for her. It just boils my blood when at the spring fling scene Cady just sucks up to her and Janis doesn't even apologize for anything.",Condemnation
"Guys... let's not forget Regina turned everyone against, spread rumors about, and bullied Janis until she was forced to drop out of school.... Janis's rage and grudge was reasonable.",Defense
It's so funny when I watched this movie when I was young I thought Regina was the bitch but when you get a little older and watch it you realize Janice is arguably just as bad as Regina just using Cady.,Condemnation
"i think the people who are commenting back to those saying ""janis is the one who started all of it so why is she attacking cady"" are right - the whole thing originally started as a small joke between janis and cady, to just prat about and mess with regina a LITTLE. i don't think at all that the whole thing is about janis wanting revenge on regina, she never states in the beginning ""this girl ruined my life, will you help me ruin hers?"" she DOES state something similar, but she never uses it as the reason for messing with her in the first place, it was just for laughs. janis never meant for it to go as far as it did - resulting in aaron breaking up with regina, their teacher being accused of drug dealing and basically just a load of shit happening. as janis says, she and regina know and ADMIT that they're mean - cady always plays the innocent girl, and she COULD have wanted it all to stop, she KNEW it was getting out of control but all the rep went to her head. she LIKED being the queen, and she wasn't about to lose it all even if people got hurt in the process. cady could have done something to stop it, she knew it was going too far, but chose not to. that's why janis is so pissed at her.
",Defense
"Without typing out a SUPER long paragraph, I'm gonna try to keep it simple.  Both Cady and Janis are in the wrong, yet both are right.  And do remember that in the middle of the conflict things start to stir up, so not likely is ANYONE fully right, because that the end of the movie where they all get up for confessions and do a trust fall, Janis confesses her whole plan of revenge on Regina by using Cady.",Mixed
